sku_id,product_name,category,supplier,current_stock,unit_cost,daily_demand_avg,daily_demand_std,lead_time_days,open_purchase_orders,units_on_order,historical_demand_30d,historical_demand_90d,last_restock_date
SKU-00384,OEM-Spec Spark Plugs 835,Automotive Parts,Ironclad Industrial Supply,17,119.83,0.98,0.13,15,0,0,28,83,2026-07-27
SKU-00385,Rapid Monitor 931,Electronics,TransGlobal Manufacturing,92,125.53,2.09,0.66,26,0,0,69,196,2026-08-12
SKU-00386,Anti-Aging Moisturizer 744,Health & Beauty,Vantage Health Products,4117,25.1,137.54,90.89,9,0,0,4071,13910,2026-08-17
SKU-00387,Ergonomic Binder Clips 227,Office Supplies,Delta Prime Wholesale,10788,10.54,35.48,15.35,42,0,0,957,3171,2026-05-25
SKU-00388,Interactive Building Blocks 760,Toys & Games,Anchor Point Toys Inc.,128,15.14,4.56,0.38,41,0,0,137,403,2026-08-27
SKU-00389,Smart Earbuds 986,Electronics,TransGlobal Manufacturing,1582,42.33,54.35,40.89,22,0,0,1066,4021,2026-08-15
SKU-00390,OEM-Spec Wiper Blades 306,Automotive Parts,Redline Auto Parts Ltd.,519,46.88,27.69,6.29,40,2,1068,860,2467,2026-08-04
SKU-00391,Stainless Steel Knife Set 243,Home & Kitchen,Northgate Wholesale,194,134.45,7.19,2.85,29,0,0,211,615,2026-07-31
SKU-00392,Unsweetened Rice 798,Grocery & Consumables,Delta Prime Wholesale,147,8.85,59.27,47.73,5,2,331,1829,5483,2026-09-07
SKU-00393,Premium Label Maker 770,Office Supplies,Sterling Office Supply,277,3.82,10.49,2.34,12,1,112,294,943,2026-09-08
SKU-00394,Replacement Cabin Filter 967,Automotive Parts,Union Square Fabricators,979,165.22,5.45,1.34,14,0,0,156,459,2026-06-22
SKU-00395,Heavy-Duty Pallet Wrap 812,Industrial Supplies,TransGlobal Manufacturing,67,109.72,2.8,0.28,18,0,0,82,254,2026-09-07
SKU-00396,Standard Spark Plugs 269,Automotive Parts,Redline Auto Parts Ltd.,75,57.94,1.88,0.35,11,2,29,54,169,2026-07-23
SKU-00397,Cotton Polo 463,Apparel,Pacific Rim Sourcing,5252,8.2,127.56,28.64,20,3,4327,3900,11967,2026-07-22
SKU-00398,Fair Trade Almond Butter 116,Grocery & Consumables,Evergreen Consumer Goods,2657,11.87,89.65,30.84,17,1,2805,2408,7627,2026-08-10
SKU-00399,Corrosion-Resistant Work Gloves 941,Industrial Supplies,Union Square Fabricators,631,268.91,35.36,3.32,25,0,0,1095,3400,2026-08-20
SKU-00400,Adjustable Paper Shredder 612,Office Supplies,Sterling Office Supply,1817,1.05,88.4,44.48,39,0,0,2588,7507,2026-08-04
SKU-00401,Slim Fit Leggings 826,Apparel,Evergreen Consumer Goods,48,51.26,14.07,2.9,5,1,70,431,1288,2026-09-06
SKU-00402,Portable Earbuds 979,Electronics,TransGlobal Manufacturing,280,162.13,18.48,4.08,21,0,0,531,1574,2026-08-29
SKU-00403,Insulated Mixing Bowl Set 618,Home & Kitchen,TransGlobal Manufacturing,3729,29.8,26.2,5.21,26,0,0,783,2263,2026-05-25
SKU-00404,Collectible Building Blocks 764,Toys & Games,Pacific Rim Sourcing,754,16.27,19.78,7.99,24,0,0,546,1758,2026-09-04
SKU-00405,Cotton Hoodie 970,Apparel,BlueHarbor Trading,542,29.26,18.23,10.02,28,0,0,573,1666,2026-08-14
SKU-00406,Replacement Serpentine Belt 402,Automotive Parts,Ironclad Industrial Supply,26,26.75,0.93,0.17,42,0,0,29,88,2026-06-18
SKU-00407,All-Terrain Dumbbell Set 697,Sporting Goods,Pacific Rim Sourcing,439,71.82,12.78,10.29,49,0,0,310,864,2026-08-21
SKU-00408,Dual-Band Cable 545,Electronics,Apex Electronics Group,4,134.64,3.31,1.56,45,3,257,95,268,2026-07-31
SKU-00409,Unisex Beanie 429,Apparel,Pacific Rim Sourcing,133,23.63,4.37,0.78,44,3,280,129,380,2026-07-20
SKU-00410,Glow-in-the-Dark Action Figure 537,Toys & Games,BlueHarbor Trading,628,10.54,17.94,15.06,17,0,0,577,1716,2026-09-01
SKU-00411,Heavy-Duty Brake Pads 260,Automotive Parts,Ironclad Industrial Supply,74,85.38,3.53,0.81,7,0,0,105,345,2026-08-10
SKU-00412,Deluxe Art Kit 987,Toys & Games,Anchor Point Toys Inc.,91,5.26,2.06,0.29,15,0,0,62,180,2026-07-18
SKU-00413,Dual-Band Mouse 772,Electronics,Apex Electronics Group,596,44.47,18.22,7.35,21,1,324,534,1679,2026-09-03
SKU-00414,Single Serve Sparkling Water 290,Grocery & Consumables,Delta Prime Wholesale,7793,7.37,212.4,39.78,5,1,1376,6371,19292,2026-08-26
SKU-00415,Plush RC Car 258,Toys & Games,Anchor Point Toys Inc.,14,58.65,6.03,0.85,9,3,75,178,543,2026-09-07
SKU-00416,Plush Puzzle (500pc) 335,Toys & Games,Pacific Rim Sourcing,880,20.87,4.81,2.59,47,0,0,110,350,2026-04-23
SKU-00417,Slim Fit Socks (3-Pack) 124,Apparel,Pacific Rim Sourcing,148,12.83,8.16,1.62,15,2,95,253,722,2026-08-20
SKU-00418,Women's Socks (3-Pack) 534,Apparel,Pacific Rim Sourcing,269,38.72,15.59,9.07,47,0,0,437,1329,2026-09-02
SKU-00419,Herbal Sunscreen 475,Health & Beauty,Vantage Health Products,912,24.22,53.95,46.14,23,2,2187,2366,5525,2026-07-25
SKU-00420,Anti-Slip Dumbbell Set 574,Sporting Goods,Coastal Sports & Outdoor,43,103.8,1.69,0.79,13,0,0,50,152,2026-08-11
SKU-00421,Fair Trade Granola 308,Grocery & Consumables,Evergreen Consumer Goods,89,3.11,30.31,16.16,13,2,411,1146,3240,2026-09-04
SKU-00422,Whole Grain Coffee 722,Grocery & Consumables,Evergreen Consumer Goods,331,5.59,15.23,4.57,9,0,0,412,1277,2026-07-20
SKU-00423,Dual-Band Cable 809,Electronics,Pacific Rim Sourcing,49,580.97,2.54,1.85,20,0,0,83,229,2026-09-03
SKU-00424,Quick-Dry Hiking Backpack 557,Sporting Goods,Pacific Rim Sourcing,1204,42.04,30.41,4.8,23,0,0,901,2730,2026-09-06
SKU-00425,Wide-Format Sticky Notes 455,Office Supplies,Delta Prime Wholesale,324,3.95,7.87,0.98,37,0,0,229,729,2026-07-19
SKU-00426,Deluxe Stuffed Animal 165,Toys & Games,BlueHarbor Trading,108,6.67,4.57,2.1,13,1,45,144,423,2026-07-25
SKU-00427,Synthetic Brake Pads 107,Automotive Parts,Union Square Fabricators,27,53.66,1.4,0.66,10,1,12,43,125,2026-09-02
SKU-00428,Men's Joggers 549,Apparel,Evergreen Consumer Goods,444,8.52,36.63,8.69,15,1,747,1053,3119,2026-08-28
SKU-00429,Herbal Face Mask 178,Health & Beauty,Vantage Health Products,1645,25.09,169.54,66.9,13,0,0,4639,13999,2026-08-30
SKU-00430,4K Speaker 993,Electronics,Apex Electronics Group,259,33.87,30.0,5.41,15,0,0,816,2574,2026-08-18
SKU-00431,Premium Floor Mats 317,Automotive Parts,Union Square Fabricators,48,238.71,3.16,1.97,23,0,0,80,227,2026-08-08
SKU-00432,Vitamin C Hand Cream 319,Health & Beauty,Meridian Distribution Co.,9,39.08,3.17,0.65,4,3,21,93,272,2026-09-07
SKU-00433,Collapsible Skillet 799,Home & Kitchen,Northgate Wholesale,215,12.42,9.9,1.9,14,0,0,290,874,2026-08-06
SKU-00434,Premium Desk Organizer 449,Office Supplies,Sterling Office Supply,7,31.1,4.1,0.41,3,1,20,125,377,2026-09-13
SKU-00435,Wooden Art Kit 151,Toys & Games,Pacific Rim Sourcing,242,9.04,89.6,17.68,17,2,2983,2698,7925,2026-08-28
SKU-00436,Fair Trade Coffee 635,Grocery & Consumables,Golden Valley Foods,2063,12.88,69.04,16.23,4,0,0,2067,5998,2026-08-12
SKU-00437,Cast Iron Cutting Board 301,Home & Kitchen,Clearwater Home Goods,15,75.48,5.64,1.27,5,3,44,174,546,2026-09-10
SKU-00438,Extra Virgin Protein Bars 850,Grocery & Consumables,Evergreen Consumer Goods,2833,3.09,158.72,13.67,7,0,0,4558,13500,2026-08-07
SKU-00439,Non-Stick Storage Bin 195,Home & Kitchen,Northgate Wholesale,84,40.32,2.12,0.5,8,0,0,64,196,2026-08-26
SKU-00440,Roasted Olive Oil 421,Grocery & Consumables,Delta Prime Wholesale,54,10.96,17.21,1.89,5,0,0,524,1544,2026-09-11
SKU-00441,USB-C Keyboard 777,Electronics,Summit Logistics Partners,502,18.7,23.06,3.98,8,2,303,675,2095,2026-08-13
SKU-00442,Vitamin C Hand Cream 120,Health & Beauty,Evergreen Consumer Goods,554,29.66,22.91,5.18,10,0,0,685,2039,2026-08-18
SKU-00443,Wooden Card Game 901,Toys & Games,Pacific Rim Sourcing,690,8.58,17.76,3.22,12,0,0,522,1595,2026-09-05
SKU-00444,Synthetic Air Filter 166,Automotive Parts,Union Square Fabricators,267,225.87,6.92,0.89,17,0,0,204,632,2026-08-23
SKU-00445,Men's Shorts 836,Apparel,BlueHarbor Trading,3484,11.68,118.91,20.61,29,0,0,3475,10595,2026-09-01
SKU-00446,USB-C Webcam 317,Electronics,Pacific Rim Sourcing,1063,90.56,34.3,8.44,15,0,0,960,2961,2026-09-04
SKU-00447,Wide-Format Sticky Notes 402,Office Supplies,Delta Prime Wholesale,445,11.54,12.97,6.0,37,0,0,389,1133,2026-07-10
SKU-00448,Ceramic Serpentine Belt 556,Automotive Parts,Union Square Fabricators,44,37.35,1.8,1.28,9,2,20,53,164,2026-08-14
SKU-00449,Bluetooth Speaker 607,Electronics,TransGlobal Manufacturing,356,20.53,11.77,7.49,26,1,291,379,1015,2026-07-21
SKU-00450,Standard Pallet Wrap 597,Industrial Supplies,Ironclad Industrial Supply,1543,36.33,36.07,10.86,13,2,867,974,2942,2026-08-05
SKU-00451,Glow-in-the-Dark Card Game 892,Toys & Games,Pacific Rim Sourcing,234,6.69,6.6,3.51,54,0,0,191,586,2026-06-04
SKU-00452,All-Weather Headlight Bulb 523,Automotive Parts,Redline Auto Parts Ltd.,1363,100.76,8.48,2.07,37,3,524,251,766,2026-04-21
SKU-00453,Adjustable Mixing Bowl Set 535,Home & Kitchen,TransGlobal Manufacturing,67,102.74,2.18,0.92,21,0,0,63,183,2026-08-23
SKU-00454,Collapsible Cutting Board 720,Home & Kitchen,TransGlobal Manufacturing,1173,47.75,2.75,1.28,50,0,0,75,227,2026-05-06
SKU-00455,OEM-Spec Oil Filter 546,Automotive Parts,Union Square Fabricators,92,111.7,4.78,3.02,13,1,106,145,424,2026-07-21
SKU-00456,Bulk Cable Ties 685,Industrial Supplies,TransGlobal Manufacturing,61,38.72,1.49,1.6,20,1,57,27,110,2026-08-11
SKU-00457,Retractable Pens (Box of 12) 380,Office Supplies,Sterling Office Supply,307,1.32,16.42,4.55,3,0,0,477,1392,2026-07-24
SKU-00458,Synthetic Air Filter 673,Automotive Parts,Redline Auto Parts Ltd.,507,77.28,23.2,10.92,39,3,1265,609,1898,2026-06-15
SKU-00459,Premium Brake Pads 473,Automotive Parts,Redline Auto Parts Ltd.,350,115.05,9.03,9.42,9,0,0,368,941,2026-07-31
SKU-00460,Ergonomic Stapler 604,Office Supplies,Sterling Office Supply,1289,4.17,6.28,0.62,41,0,0,190,591,2026-07-13
SKU-00461,Fleece Beanie 465,Apparel,BlueHarbor Trading,86,45.36,4.87,4.45,24,0,0,175,468,2026-08-21
SKU-00462,Bluetooth Keyboard 297,Electronics,Pacific Rim Sourcing,103,540.53,8.26,1.09,18,0,0,246,717,2026-08-12
SKU-00463,Lightweight Hiking Backpack 556,Sporting Goods,Pacific Rim Sourcing,203,81.85,13.44,11.17,20,0,0,357,1024,2026-08-02
SKU-00464,Premium Stapler 723,Office Supplies,Sterling Office Supply,419,1.0,11.41,5.24,37,0,0,363,1103,2026-09-05
SKU-00465,Ergonomic Desk Organizer 517,Office Supplies,Sterling Office Supply,2022,18.23,74.81,9.48,5,0,0,2192,6340,2026-09-08
SKU-00466,Remote Control Card Game 403,Toys & Games,Anchor Point Toys Inc.,234,11.44,5.54,1.46,9,0,0,172,520,2026-08-03
SKU-00467,Organic Tea Bags 322,Grocery & Consumables,Golden Valley Foods,7886,2.96,270.13,60.04,13,0,0,7581,22983,2026-07-29
SKU-00468,Adjustable Whiteboard 726,Office Supplies,Meridian Distribution Co.,1202,25.59,6.75,2.4,3,0,0,219,645,2026-06-16
SKU-00469,Ceramic Oil Filter 397,Automotive Parts,Union Square Fabricators,12,235.62,3.31,1.32,8,0,0,99,299,2026-08-30
SKU-00470,Unsweetened Pasta 624,Grocery & Consumables,Delta Prime Wholesale,637,17.35,34.1,14.39,6,0,0,963,2991,2026-09-01
SKU-00471,Portable Monitor 661,Electronics,Apex Electronics Group,145,647.8,4.71,4.79,15,2,104,101,388,2026-08-28
SKU-00472,Collectible Action Figure 449,Toys & Games,Anchor Point Toys Inc.,200,13.31,6.05,0.88,14,0,0,182,527,2026-08-23
SKU-00473,Fair Trade Sparkling Water 794,Grocery & Consumables,Golden Valley Foods,202,16.78,5.06,1.22,5,0,0,149,468,2026-08-13
SKU-00474,Thermal Shorts 307,Apparel,Pacific Rim Sourcing,235,39.28,6.63,2.97,49,1,333,216,620,2026-07-29
SKU-00475,Stainless Steel Skillet 152,Home & Kitchen,Northgate Wholesale,234,18.21,7.65,0.76,5,3,61,231,696,2026-08-07
SKU-00476,Junior Camping Chair 477,Sporting Goods,Coastal Sports & Outdoor,112,22.22,3.49,1.5,21,0,0,99,322,2026-08-16
SKU-00477,Premium Air Filter 456,Automotive Parts,Redline Auto Parts Ltd.,440,243.57,12.78,3.04,26,0,0,354,1045,2026-08-13
SKU-00478,OEM-Spec Oil Filter 712,Automotive Parts,Redline Auto Parts Ltd.,405,33.8,14.61,2.34,7,0,0,432,1241,2026-08-07
SKU-00479,Educational RC Car 200,Toys & Games,Pacific Rim Sourcing,79,39.66,3.76,1.63,22,1,157,109,327,2026-08-13
SKU-00480,Industrial-Grade Extension Cord 442,Industrial Supplies,Ironclad Industrial Supply,63,405.34,2.14,1.82,14,0,0,82,215,2026-07-29
SKU-00481,Women's Jacket 603,Apparel,BlueHarbor Trading,807,25.73,65.42,9.64,25,0,0,1987,5752,2026-08-10
SKU-00482,OEM-Spec Spark Plugs 520,Automotive Parts,Union Square Fabricators,176,28.17,6.29,5.44,14,3,173,191,576,2026-09-06
SKU-00483,Quick-Dry Camping Chair 680,Sporting Goods,Northgate Wholesale,629,19.03,14.45,4.17,5,0,0,434,1238,2026-07-23
SKU-00484,All-Weather Spark Plugs 309,Automotive Parts,Union Square Fabricators,403,109.25,12.39,1.76,7,2,67,358,1117,2026-07-29
SKU-00485,Portable Speaker 297,Electronics,TransGlobal Manufacturing,211,77.61,5.64,1.7,25,1,190,182,551,2026-07-23
SKU-00486,Cast Iron Water Bottle 908,Home & Kitchen,Northgate Wholesale,13,12.49,4.55,2.09,17,0,0,132,396,2026-08-18
SKU-00487,Advanced Body Wash 931,Health & Beauty,Evergreen Consumer Goods,533,11.89,17.19,3.63,12,0,0,489,1471,2026-08-28
SKU-00488,Men's T-Shirt 244,Apparel,Evergreen Consumer Goods,122,76.1,5.89,1.6,16,0,0,188,560,2026-08-17
SKU-00489,OEM-Spec Floor Mats 847,Automotive Parts,Union Square Fabricators,371,35.54,14.25,2.52,34,1,416,425,1326,2026-07-05
SKU-00490,Slim Fit Polo 557,Apparel,Evergreen Consumer Goods,1002,21.94,25.54,5.01,15,0,0,761,2278,2026-08-17
SKU-00491,Stainless Steel Skillet 868,Home & Kitchen,TransGlobal Manufacturing,379,37.07,8.81,4.58,25,0,0,290,764,2026-07-30
SKU-00492,Unisex Leggings 274,Apparel,Pacific Rim Sourcing,3566,68.16,15.65,6.66,37,0,0,442,1392,2026-06-02
SKU-00493,Corrosion-Resistant Pallet Wrap 722,Industrial Supplies,Union Square Fabricators,265,18.55,2.67,2.36,8,0,0,59,203,2026-06-05
SKU-00494,Classic Fit Shorts 727,Apparel,Evergreen Consumer Goods,199,59.96,9.07,2.23,7,0,0,253,799,2026-08-16
SKU-00495,Performance Hoodie 648,Apparel,Evergreen Consumer Goods,320,12.58,8.35,8.08,12,1,153,245,679,2026-08-24
SKU-00496,Adjustable Dumbbell Set 687,Sporting Goods,Coastal Sports & Outdoor,14,15.31,16.89,5.71,41,1,951,544,1592,2026-06-17
SKU-00497,Plush Model Kit 959,Toys & Games,BlueHarbor Trading,105,20.28,5.75,5.92,19,0,0,147,448,2026-08-07
SKU-00498,Daily Shampoo 861,Health & Beauty,Evergreen Consumer Goods,218,27.71,6.34,3.98,13,0,0,196,640,2026-07-26
SKU-00499,Impact-Resistant Hiking Backpack 834,Sporting Goods,Northgate Wholesale,5,61.35,2.26,0.38,5,1,22,69,200,2026-09-03
SKU-00500,Wireless Mouse 393,Electronics,TransGlobal Manufacturing,103,448.52,3.84,1.0,27,0,0,116,354,2026-08-19
SKU-00501,Standard Cabin Filter 809,Automotive Parts,Ironclad Industrial Supply,315,13.16,12.93,2.73,10,0,0,360,1096,2026-08-03
SKU-00502,Plush Art Kit 562,Toys & Games,Anchor Point Toys Inc.,68,45.85,4.05,4.3,19,1,82,102,269,2026-08-17
SKU-00503,Wooden Card Game 299,Toys & Games,BlueHarbor Trading,1706,11.1,57.73,24.57,27,0,0,1745,5360,2026-08-07
SKU-00504,Bluetooth Cable 324,Electronics,TransGlobal Manufacturing,166,625.65,5.41,1.11,14,0,0,158,491,2026-09-01
SKU-00505,Cast Iron Cutting Board 273,Home & Kitchen,Northgate Wholesale,641,150.45,27.0,16.36,5,0,0,859,2612,2026-08-27
SKU-00506,Reusable Dish Rack 449,Home & Kitchen,Northgate Wholesale,88,51.96,3.43,0.68,3,0,0,94,297,2026-09-03
SKU-00507,Extra Virgin Sparkling Water 770,Grocery & Consumables,Golden Valley Foods,524,6.53,14.74,6.01,5,0,0,437,1275,2026-09-04
SKU-00508,Classic Fit Hoodie 739,Apparel,Evergreen Consumer Goods,4698,8.4,129.78,62.64,13,2,2333,4063,11869,2026-08-16
SKU-00509,Synthetic Oil Filter 645,Automotive Parts,Redline Auto Parts Ltd.,1891,135.36,49.94,6.31,20,0,0,1532,4574,2026-08-28
SKU-00510,Compact Notebook 294,Office Supplies,Meridian Distribution Co.,3581,1.22,112.28,60.85,10,1,1538,3175,9853,2026-08-22
SKU-00511,Single Serve Granola 313,Grocery & Consumables,Delta Prime Wholesale,1634,9.19,17.2,17.93,5,0,0,823,2059,2026-06-14
SKU-00512,All-Terrain Bike Helmet 964,Sporting Goods,Coastal Sports & Outdoor,88,21.56,3.94,0.33,10,2,31,117,346,2026-07-28
SKU-00513,Advanced Moisturizer 738,Health & Beauty,Meridian Distribution Co.,2112,16.98,35.12,15.65,7,0,0,1136,3315,2026-05-18
SKU-00514,Compact Notebook 656,Office Supplies,Meridian Distribution Co.,23,8.36,9.02,2.1,4,1,62,276,840,2026-09-08
SKU-00515,Corrosion-Resistant Hard Hat 192,Industrial Supplies,Union Square Fabricators,160,331.78,7.51,2.9,48,0,0,245,750,2026-07-21
SKU-00516,SPF 30 Body Wash 780,Health & Beauty,Meridian Distribution Co.,2038,43.96,46.43,11.19,30,0,0,1454,4145,2026-08-11
SKU-00517,Sulfate-Free Body Wash 609,Health & Beauty,Vantage Health Products,742,17.33,26.01,22.19,43,3,1582,836,2525,2026-08-09
SKU-00518,Noise-Cancelling Power Bank 406,Electronics,Pacific Rim Sourcing,599,29.69,19.52,13.12,38,0,0,573,1966,2026-08-04
SKU-00519,Family Size Coffee 844,Grocery & Consumables,Evergreen Consumer Goods,2446,2.75,65.64,11.31,17,1,1740,1948,6019,2026-08-22
SKU-00520,Reinforced Water Bottle 608,Sporting Goods,Coastal Sports & Outdoor,128,135.13,3.61,0.47,44,0,0,108,321,2026-07-21
SKU-00521,Daily Hand Cream 597,Health & Beauty,Meridian Distribution Co.,93,24.08,3.02,1.5,12,0,0,90,272,2026-07-22
SKU-00522,Performance Polo 509,Apparel,Pacific Rim Sourcing,764,27.63,39.79,21.46,21,1,891,1147,3487,2026-08-25
SKU-00523,Bamboo Knife Set 883,Home & Kitchen,Clearwater Home Goods,466,31.56,14.43,6.81,6,2,89,412,1184,2026-08-21
SKU-00524,Thermal Leggings 487,Apparel,BlueHarbor Trading,102,19.03,5.83,1.42,16,0,0,168,542,2026-08-27
SKU-00525,Hydrating Multivitamin 989,Health & Beauty,Meridian Distribution Co.,42,5.27,8.91,1.18,7,2,100,264,818,2026-09-05
SKU-00526,Wide-Format Paper Shredder 366,Office Supplies,Sterling Office Supply,290,12.93,14.36,11.31,5,0,0,386,1124,2026-08-16
SKU-00527,Portable Earbuds 425,Electronics,Summit Logistics Partners,557,71.76,15.88,4.48,12,0,0,492,1449,2026-08-10
SKU-00528,Adjustable Mixing Bowl Set 242,Home & Kitchen,TransGlobal Manufacturing,676,23.14,15.28,10.28,37,0,0,384,1249,2026-07-21
SKU-00529,Bulk Extension Cord 914,Industrial Supplies,TransGlobal Manufacturing,21,74.02,1.13,0.39,28,1,51,33,95,2026-09-01
SKU-00530,Whole Grain Olive Oil 307,Grocery & Consumables,Evergreen Consumer Goods,281,8.76,7.69,4.38,9,0,0,212,661,2026-07-21
SKU-00531,Plush Stuffed Animal 845,Toys & Games,BlueHarbor Trading,660,51.5,21.81,4.67,19,0,0,669,2053,2026-08-02
SKU-00532,Compact Hub 639,Electronics,Apex Electronics Group,9,40.67,1.58,0.29,12,1,17,48,150,2026-08-23
SKU-00533,Premium Desk Organizer 682,Office Supplies,Sterling Office Supply,206,10.23,10.11,6.53,3,1,51,234,736,2026-08-05
SKU-00534,Family Size Protein Bars 215,Grocery & Consumables,Delta Prime Wholesale,2034,5.94,66.25,47.82,4,0,0,2405,7090,2026-08-20
SKU-00535,Adjustable Mixing Bowl Set 791,Home & Kitchen,Northgate Wholesale,52,12.02,3.14,0.41,7,0,0,99,274,2026-07-31
SKU-00536,Premium Label Maker 494,Office Supplies,Sterling Office Supply,16,17.85,7.73,0.8,5,3,41,232,702,2026-09-07
SKU-00537,Retractable Stapler 801,Office Supplies,Meridian Distribution Co.,122,2.49,3.84,1.51,16,0,0,129,371,2026-08-11
SKU-00538,Rapid Earbuds 422,Electronics,Pacific Rim Sourcing,1172,134.72,69.44,18.39,32,0,0,2125,6539,2026-09-01
SKU-00539,Whole Grain Pasta 466,Grocery & Consumables,Evergreen Consumer Goods,4257,2.42,24.78,4.53,11,0,0,791,2263,2026-05-06
SKU-00540,Thermal Hoodie 696,Apparel,Pacific Rim Sourcing,420,23.19,9.59,9.12,23,0,0,282,799,2026-07-29
SKU-00541,Deluxe RC Car 333,Toys & Games,Anchor Point Toys Inc.,613,50.39,28.27,3.35,34,0,0,838,2463,2026-09-08
SKU-00542,Family Size Pasta 679,Grocery & Consumables,Delta Prime Wholesale,2207,2.63,50.32,25.56,9,0,0,1567,4295,2026-07-20
SKU-00543,Silicone Water Bottle 473,Home & Kitchen,Northgate Wholesale,199,12.37,8.01,0.97,5,1,56,242,735,2026-07-31
SKU-00544,Vitamin C Body Wash 482,Health & Beauty,Vantage Health Products,2310,49.96,54.12,8.18,9,2,868,1553,4580,2026-08-15
SKU-00545,Family Size Granola 375,Grocery & Consumables,Evergreen Consumer Goods,341,6.13,18.1,5.46,15,0,0,567,1647,2026-09-05
SKU-00546,Adjustable Camping Chair 213,Sporting Goods,Coastal Sports & Outdoor,43,57.86,2.23,0.42,12,0,0,66,196,2026-08-31
SKU-00547,Ceramic Cookie Sheet 402,Home & Kitchen,Northgate Wholesale,1030,35.11,23.22,8.79,7,0,0,777,2287,2026-08-09
SKU-00548,Heavy-Duty Oil Filter 942,Automotive Parts,Redline Auto Parts Ltd.,395,48.26,2.72,0.39,16,0,0,81,236,2026-05-13
SKU-00549,Sulfate-Free Hand Cream 833,Health & Beauty,Evergreen Consumer Goods,2961,46.47,37.45,22.77,6,0,0,1009,3009,2026-07-19
SKU-00550,Unsweetened Rice 234,Grocery & Consumables,Golden Valley Foods,290,4.42,12.57,4.41,4,3,63,392,1135,2026-09-07
SKU-00551,Standard Notebook 485,Office Supplies,Delta Prime Wholesale,354,7.91,8.43,9.09,5,2,58,196,607,2026-08-17
SKU-00552,All-Terrain Basketball 713,Sporting Goods,Northgate Wholesale,48,91.21,2.76,0.39,38,3,82,83,246,2026-08-31
SKU-00553,Precision Respirator Mask 796,Industrial Supplies,TransGlobal Manufacturing,312,119.9,2.15,0.22,19,0,0,64,200,2026-07-30
SKU-00554,Pro-Grade Jump Rope 253,Sporting Goods,Pacific Rim Sourcing,73,80.05,2.51,0.21,21,0,0,75,225,2026-07-24
SKU-00555,Classic Fit Polo 542,Apparel,BlueHarbor Trading,82,64.5,5.18,1.72,17,1,91,144,426,2026-08-16
SKU-00556,Dual-Band Earbuds 977,Electronics,Pacific Rim Sourcing,1400,19.04,83.4,17.9,34,0,0,2524,7614,2026-09-03
SKU-00557,Lightweight Resistance Bands 548,Sporting Goods,Coastal Sports & Outdoor,145,13.78,4.04,0.88,15,0,0,121,384,2026-08-21
SKU-00558,Ceramic Dish Rack 444,Home & Kitchen,Clearwater Home Goods,161,118.38,4.91,0.49,36,0,0,151,475,2026-08-11
SKU-00559,Unsweetened Sparkling Water 270,Grocery & Consumables,Golden Valley Foods,1088,1.56,11.02,1.74,5,0,0,343,1026,2026-07-25
SKU-00560,Advanced Moisturizer 130,Health & Beauty,Evergreen Consumer Goods,152,15.09,7.08,1.49,6,2,43,192,621,2026-08-17
SKU-00561,Classic Fit Windbreaker 791,Apparel,BlueHarbor Trading,54,18.97,4.92,0.71,22,0,0,141,445,2026-08-22
SKU-00562,Hydrating Sunscreen 673,Health & Beauty,Meridian Distribution Co.,285,9.41,14.72,1.19,4,0,0,444,1361,2026-09-01
SKU-00563,Foldable Basketball 905,Sporting Goods,Coastal Sports & Outdoor,105,25.14,2.98,1.35,39,0,0,80,256,2026-08-12
SKU-00564,Heavy-Duty Floor Mats 227,Automotive Parts,Redline Auto Parts Ltd.,948,61.16,34.93,7.39,43,0,0,1010,3181,2026-08-08
SKU-00565,Classic Fit Socks (3-Pack) 459,Apparel,BlueHarbor Trading,3570,15.3,142.58,21.63,21,0,0,4166,12156,2026-09-01
SKU-00566,Reusable Utensil Set 794,Home & Kitchen,Northgate Wholesale,120,31.41,3.43,1.26,35,0,0,96,299,2026-08-06
SKU-00567,Unsweetened Rice 528,Grocery & Consumables,Evergreen Consumer Goods,1592,1.87,9.07,4.84,12,0,0,281,807,2026-07-12
SKU-00568,Bluetooth Webcam 635,Electronics,Pacific Rim Sourcing,75,189.36,2.41,0.5,15,0,0,74,230,2026-07-27
SKU-00569,Precision Respirator Mask 804,Industrial Supplies,Union Square Fabricators,69,80.23,4.12,1.56,14,1,69,130,370,2026-07-26
SKU-00570,Reinforced Tent (4-Person) 518,Sporting Goods,Pacific Rim Sourcing,64,54.22,4.74,2.85,20,0,0,161,433,2026-08-07
SKU-00571,OEM-Spec Air Filter 871,Automotive Parts,Redline Auto Parts Ltd.,1804,42.36,52.61,15.02,46,0,0,1486,4520,2026-07-08
SKU-00572,Impact-Resistant Basketball 850,Sporting Goods,Pacific Rim Sourcing,294,159.44,9.19,5.83,21,0,0,364,927,2026-08-04
SKU-00573,Wide-Format Desk Organizer 411,Office Supplies,Meridian Distribution Co.,892,3.13,27.27,10.33,4,0,0,828,2628,2026-09-08
SKU-00574,Gentle Sunscreen 281,Health & Beauty,Vantage Health Products,569,8.1,34.83,4.13,8,0,0,1087,3160,2026-08-09
SKU-00575,Mini RC Car 674,Toys & Games,Anchor Point Toys Inc.,6371,5.11,72.68,25.2,11,0,0,2358,6928,2026-06-11
